aarónico, ca=cat: A;source: ;
moscarda=cat: F;source: ;
moscardear=cat: VI;source: ;
moscardón=cat: M;source: ;
moscareta=cat: F;source: ;
moscarrón=cat: M;source: ;
moscella=cat: F;source: ;
mosco, ca=cat: A,M;source: ;
moscona=cat: F;source: ;
moscón=cat: M;source: ;
mosconear=cat: VI,VT;source: ;
mosconeo=cat: M;source: ;
moscorra=cat: F;source: ;
moscovita=cat: A;source: ;
moscovítico, ca=cat: A;source: ;
mosén=cat: M;source: ;
mosolina=cat: F;source: ;
mosqueado, da=cat: A;source: ;
mosqueador=cat: M;source: ;
mosquear=cat: VT,VP;source: ;
mosqueo=cat: M;source: ;
mosquerío=cat: M;source: ;
mosquero=cat: M;source: ;
mosquerola=cat: F;source: ;
mosqueruela=cat: F;source: ;
mosqueta=cat: F;source: ;
mosquetazo=cat: M;source: ;
mosquete=cat: M;source: ;
mosquetería=cat: F;source: ;
mosqueteril=cat: A;source: ;
mosquetero=cat: M;source: ;
mosquetón=cat: M;source: ;
mosquil=cat: A,M;source: ;
mosquillón=cat: M;source: ;
mosquino, na=cat: A;source: ;
mosquita=cat: F;source: ;
mosquitera=cat: F;source: ;
mosquitero=cat: M;source: ;
mosquito=cat: M;source: ;
mostacera=cat: F;source: ;
mostacero=cat: M;source: ;
mostacho=cat: M;source: ;
mostachón=cat: M;source: ;
mostachoso, sa=cat: A;source: ;
mostacilla=cat: F;source: ;
mostagán=cat: M;source: ;
mostajo=cat: M;source: ;
mostaza=cat: F;source: ;
mostazal=cat: M;source: ;
mostazo=cat: M;source: ;
mostear=cat: VI;source: ;
moste=cat: I;source: ;
mostela=cat: F;source: ;
mostelera=cat: F;source: ;
mostellar=cat: M;source: ;
mostén=cat: A;source: ;
mostense=cat: A;source: ;
mostillo=cat: M;source: ;
mosto=cat: M;source: ;
Móstoles=cat: ;source: ;
mostrable=cat: A;source: ;
mostración=cat: F;source: ;
mostrado, da=cat: A;source: ;
mostrador, ra=cat: A,M;source: ;
mostranza=cat: F;source: ;
mostrar=cat: VT,VP;source: ;
mostrativo, va=cat: A;source: ;
mostrenco, ca=cat: A;source: ;
mostro=cat: M;source: ;
mota=cat: A,F;source: ;
motacila=cat: F;source: ;
motacú=cat: M;source: ;
motasatol=cat: M;source: ;
motear=cat: VT;source: ;
motejador, ra=cat: A;source: ;
motejar=cat: VT;source: ;
motejo=cat: M;source: ;
motel=cat: M;source: ;
motero1, ra=cat: A,F;source: ;
motilar=cat: VT;source: ;
motil=cat: M;source: ;
motilidad=cat: F;source: ;
motilón, na=cat: A,M,F;source: ;
motilón, na=cat: A,M;source: ;
motín=cat: M;source: ;
motivación=cat: F;source: ;
motivador, ra=cat: A;source: ;
motivar=cat: VT;source: ;
motivo, va=cat: A,M;source: ;
motocarro=cat: M;source: ;
motocicleta=cat: F;source: ;
motociclismo=cat: M;source: ;
motociclista=cat: A;source: ;
motocross=cat: M;source: ;
motolita=cat: A,F;source: ;
motolito, ta=cat: A;source: ;
motonave=cat: F;source: ;
motón=cat: M;source: ;
motonería=cat: F;source: ;
motopesquero=cat: M;source: ;
motorismo=cat: M;source: ;
motorista=cat: ;source: ;
motorización=cat: F;source: ;
motorizado, da=cat: MF,F;source: ;
motorizar=cat: VT;source: ;
motor, ra=cat: A,M,F;source: ;
motosierra=cat: F;source: ;
motoso1, sa=cat: A,M;source: ;
mototaxi=cat: M;source: ;
motovelero=cat: M;source: ;
motril=cat: M;source: ;
motriz=cat: A;source: ;
motudo, da=cat: A;source: ;
motu proprio=cat: M,LAdv;source: ;
mousse=cat: ;source: ;
movedizo, za=cat: A;source: ;
movedor, ra=cat: A;source: ;
movedura=cat: F;source: ;
mover=cat: VI,VT;source: ;
movible=cat: A;source: ;
movición=cat: F;source: ;
movido, da=cat: A,MF,M,F;source: ;
movidoso, sa=cat: A;source: ;
moviente=cat: A;source: ;
móvil=cat: A,M;source: ;
movilidad=cat: F;source: ;
movilización=cat: F;source: ;
movilizar=cat: VT;source: ;
movimiento=cat: M;source: ;
moviola=cat: F;source: ;
moxa=cat: F;source: ;
moxitano, na=cat: A;source: ;
moxte=cat: I;source: ;
moya=cat: M;source: ;
moyobambino, na=cat: A;source: ;
moyo=cat: M;source: ;
moyuelo=cat: M;source: ;
mozalbete=cat: M;source: ;
mozalbillo=cat: M;source: ;
mozallón, na=cat: MF;source: ;
mozambiqueño, ña=cat: A;source: ;
mozancón, na=cat: MF;source: ;
mozárabe=cat: A;source: ;
mozarabía=cat: F;source: ;
mozarabismo=cat: M;source: ;
mozartiano, na=cat: A;source: ;
mozcorra=cat: F;source: ;
mozorro=cat: M;source: ;
mozote=cat: M;source: ;
mozuelo, la=cat: MF;source: ;
mozzarella=cat: F;source: ;
muaré=cat: M;source: ;
muble=cat: M;source: ;
muca=cat: A,F;source: ;
mucamo, ma=cat: MF;source: ;
múcara=cat: F;source: ;
muceta=cat: F;source: ;
muchachada=cat: F;source: ;
muchachear=cat: VI;source: ;
muchachería=cat: F;source: ;
muchachero, ra=cat: A;source: ;
muchachez=cat: F;source: ;
muchachil=cat: A;source: ;
muchacho, cha=cat: MF;source: ;
muchedumbre=cat: F;source: ;
muchedumbroso, sa=cat: A;source: ;
muchiguar=cat: VT;source: ;
muchilero=cat: M;source: ;
muchín=cat: M;source: ;
muchitanga=cat: F;source: ;
mucho, cha=cat: A,R,LAdv;source: ;
mucilaginoso, sa=cat: A;source: ;
mucilago o mucílago=cat: M;source: ;
muco, ca=cat: A;source: ;
mucolítico, ca=cat: A;source: ;
mucosidad=cat: F;source: ;
mucositis=cat: F;source: ;
mucoso, sa=cat: A,F;source: ;
mucronato, ta=cat: A,M;source: ;
múcura=cat: A,F;source: ;
mudable=cat: A;source: ;
muda=cat: A,F,LAdv;source: ;
mudada=cat: F;source: ;
mudadizo, za=cat: A;source: ;
mudamente=cat: R;source: ;
mudamiento=cat: M;source: ;
mudanza=cat: F;source: ;
mudéjar=cat: A;source: ;
mudez=cat: F;source: ;
mudo, da=cat: A,LAdv;source: ;
muebda=cat: F;source: ;
mueblaje=cat: M;source: ;
mueblar=cat: VT;source: ;
mueble=cat: A,M;source: ;
mueblería=cat: F;source: ;
mueblista=cat: ;source: ;
mueca=cat: F;source: ;
muecín=cat: M;source: ;
muela=cat: F;source: ;
muelar=cat: M;source: ;
muellaje=cat: M;source: ;
muellemente=cat: R;source: ;
muelo=cat: M;source: ;
muenda=cat: F;source: ;
mue o mué=cat: M;source: ;
muera=cat: F;source: ;
muer=cat: M;source: ;
muérdago=cat: M;source: ;
muerdisorbe=cat: LAdv;source: ;
muerdo=cat: M;source: ;
muérgano=cat: M;source: ;
muergo=cat: M;source: ;
muermo=cat: M;source: ;
muermoso, sa=cat: A;source: ;
muerte=cat: F,LAdv,LAdj;source: ;
muertero, ra=cat: MF;source: ;
muerto, ta=cat: A,M,LAdv,LAdj;source: ;
muesca=cat: F;source: ;
muescar=cat: VT;source: ;
muestra=cat: F;source: ;
muestral=cat: A;source: ;
muestrario=cat: M;source: ;
muestrear=cat: VT;source: ;
muestreo=cat: M;source: ;
muévedo=cat: M;source: ;
mufa=cat: F;source: ;
mufla=cat: F;source: ;
muflir=cat: VT;source: ;
muftí=cat: M;source: ;
mugada=cat: F;source: ;
mugar=cat: VI;source: ;
mugido=cat: M;source: ;
mugidor, ra=cat: A;source: ;
múgil=cat: M;source: ;
mugir=cat: VI;source: ;
mugle=cat: M;source: ;
mugor=cat: M;source: ;
mugre=cat: F;source: ;
mugrería=cat: F;source: ;
mugrerío=cat: M;source: ;
mugriento, ta=cat: A;source: ;
mugrón=cat: M;source: ;
mugroso, sa=cat: A;source: ;
muguet=cat: M;source: ;
muguete=cat: M;source: ;
muharra=cat: F;source: ;
mui=cat: F;source: ;
muimuy=cat: M;source: ;
muiñeira=cat: F;source: ;
muir=cat: VT;source: ;
muisca=cat: A;source: ;
mujada=cat: F;source: ;
mujalata=cat: F;source: ;
mujer=cat: F,LAdv,I;source: ;
mujercilla=cat: F;source: ;
mujerear=cat: VI;source: ;
mujerero=cat: A;source: ;
mujeriego, ga=cat: A,M;source: ;
mujeril=cat: A;source: ;
mujerilmente=cat: R;source: ;
mujerío=cat: M;source: ;
mujerona=cat: F;source: ;
mujerzuela=cat: F;source: ;
mújol=cat: M;source: ;
mulada=cat: F;source: ;
muladar=cat: M;source: ;
muladí=cat: A;source: ;
mulante=cat: M;source: ;
mular=cat: A;source: ;
mulatear=cat: VI;source: ;
mulatero=cat: M;source: ;
mulatizar=cat: VI;source: ;
mulato, ta=cat: A,MF,M,F;source: ;
múleo=cat: M;source: ;
muléolo=cat: M;source: ;
muleque=cat: M;source: ;
mulero, ra=cat: MF,M;source: ;
muleta=cat: M,F;source: ;
muletada=cat: F;source: ;
muletazo=cat: M;source: ;
muletear=cat: VT;source: ;
muleteo=cat: M;source: ;
muletilla=cat: F;source: ;
muletillero, ra=cat: MF;source: ;
muleto=cat: M;source: ;
muletón=cat: M;source: ;
mulilla=cat: F;source: ;
mulillas=cat: F;source: ;
mulita=cat: A,F;source: ;
mulito=cat: M;source: ;
mulla=cat: F;source: ;
mullicar=cat: VT;source: ;
mullida=cat: F;source: ;
mullido=cat: M;source: ;
mulo=cat: M;source: ;
mulquía=cat: F;source: ;
mulquite=cat: M;source: ;
mulso, sa=cat: A;source: ;
multa=cat: F;source: ;
multar=cat: VT;source: ;
multi-=cat: ;source: ;
multicaule=cat: A;source: ;
multicolor=cat: A;source: ;
multicopiado=cat: M;source: ;
multicopiar=cat: VT;source: ;
multicopista=cat: A;source: ;
multicultural=cat: A;source: ;
multiculturalismo=cat: M;source: ;
multidisciplinar=cat: A;source: ;
multifamiliar=cat: A;source: ;
multifloro, ra=cat: A;source: ;
multifocal=cat: A;source: ;
multiforme=cat: A;source: ;
multígrafo=cat: A;source: ;
multilateral=cat: A;source: ;
multilátero, ra=cat: A;source: ;
multimedia=cat: A;source: ;
multímetro=cat: M;source: ;
multimillonario, ria=cat: A;source: ;
multinacional=cat: A,F;source: ;
multípara=cat: A;source: ;
múltiple=cat: A;source: ;
multiplete=cat: M;source: ;
multiplicable=cat: A;source: ;
multiplicación=cat: F;source: ;
multiplicador, ra=cat: A;source: ;
multiplicando=cat: A;source: ;
multiplicar=cat: VT,VP;source: ;
multiplicativo, va=cat: A;source: ;
multíplice=cat: A;source: ;
multiplicidad=cat: F;source: ;
multiplico=cat: M;source: ;
múltiplo, pla=cat: A;source: ;
multipolar=cat: A;source: ;
multiprogramación=cat: F;source: ;
multipropiedad=cat: F;source: ;
multitud=cat: F;source: ;
multitudinario, ria=cat: A;source: ;
multiuso o multiusos=cat: A;source: ;
multiválvulas=cat: A;source: ;
multivisión=cat: F;source: ;
muna=cat: F;source: ;
muncho, cha=cat: A;source: ;
mundanal=cat: A;source: ;
mundanalidad=cat: F;source: ;
mundanamente=cat: R;source: ;
mundanear=cat: VI;source: ;
mundanería=cat: F;source: ;
mundanidad=cat: F;source: ;
mundano, na=cat: A;source: ;
mundaria=cat: F;source: ;
mundial=cat: A,M;source: ;
mundialista=cat: A;source: ;
mundicia=cat: F;source: ;
mundificación=cat: F;source: ;
mundificar=cat: VT;source: ;
mundificativo, va=cat: A;source: ;
mundillo=cat: M;source: ;
mundinovi=cat: M;source: ;
mundo=cat: M,LAdv,LAdj;source: ;
mundología=cat: F;source: ;
mundonuevo=cat: M;source: ;
municionamiento=cat: M;source: ;
municionar=cat: VT;source: ;
munición=cat: F,LAdj;source: ;
municionero, ra=cat: MF;source: ;
municipal=cat: A,M;source: ;
municipalidad=cat: F;source: ;
municipalismo=cat: M;source: ;
municipalista=cat: A;source: ;
municipalización=cat: F;source: ;
municipalizar=cat: VT;source: ;
munícipe=cat: ;source: ;
municipio=cat: M;source: ;
munificencia=cat: F;source: ;
munificente=cat: A;source: ;
munífico, ca=cat: A;source: ;
muniqués, sa=cat: A;source: ;
munitoria=cat: F;source: ;
munúsculo=cat: M;source: ;
muñeca=cat: F;source: ;
muñeco=cat: M;source: ;
muñeira=cat: F;source: ;
muñequear=cat: VI,VT;source: ;
muñequería=cat: F;source: ;
muñequero, ra=cat: MF,F;source: ;
muñequilla=cat: F;source: ;
muñequito=cat: M;source: ;
muñidor=cat: M;source: ;
muñir=cat: VT;source: ;
muñón=cat: M;source: ;
muñonera=cat: F;source: ;
muon o muón=cat: M;source: ;
muquición=cat: F;source: ;
muquir=cat: VT;source: ;
mura=cat: F;source: ;
muradal=cat: M;source: ;
murador, ra=cat: A;source: ;
murajes=cat: M;source: ;
mural=cat: A,M;source: ;
muralismo=cat: M;source: ;
muralista=cat: ;source: ;
muralla=cat: F;source: ;
murallón=cat: M;source: ;
mur=cat: M;source: ;
murceguillo=cat: M;source: ;
murceo=cat: M;source: ;
murciano, na=cat: A;source: ;
murciar=cat: VT;source: ;
murciégalo=cat: M;source: ;
murciélago=cat: M;source: ;
murcielaguina=cat: F;source: ;
murcigallero=cat: M;source: ;
murciglero=cat: M;source: ;
murcio=cat: M;source: ;
murecillo=cat: M;source: ;
murena=cat: F;source: ;
mureño=cat: M;source: ;
murgaño=cat: M;source: ;
murgón=cat: M;source: ;
murguista=cat: M;source: ;
murgular=cat: VT;source: ;
muria=cat: M;source: ;
muriacita=cat: F;source: ;
muriático=cat: ;source: ;
muriato=cat: M;source: ;
múrice=cat: M;source: ;
múrido=cat: A,M;source: ;
murmujear=cat: VI;source: ;
murmullar=cat: VI;source: ;
murmullo=cat: M;source: ;
murmuración=cat: F;source: ;
murmurador, ra=cat: A;source: ;
murmurar=cat: VI;source: ;
murmurear=cat: VI;source: ;
murmureo=cat: M;source: ;
murmurio=cat: M;source: ;
muro=cat: M;source: ;
murriada=cat: F;source: ;
murriar=cat: VT;source: ;
múrrino, na=cat: A;source: ;
murrio, rria=cat: A;source: ;
murruco, ca=cat: A;source: ;
murta=cat: F;source: ;
murtal=cat: M;source: ;
murtilla=cat: F;source: ;
murtina=cat: F;source: ;
murto=cat: M;source: ;
murtón=cat: M;source: ;
murucullo=cat: ;source: ;
murucuyá=cat: F;source: ;
murueco=cat: M;source: ;
murviedrés, sa=cat: A;source: ;
musa=cat: A,F;source: ;
musáceo, a=cat: A,F;source: ;
musageta=cat: A;source: ;
musaico, ca=cat: A;source: ;
musaraña=cat: F;source: ;
musar=cat: VI;source: ;
muscardino=cat: M;source: ;
muscaria=cat: F;source: ;
muscarina=cat: F;source: ;
mus=cat: M;source: ;
muscícapa=cat: F;source: ;
musculación=cat: F;source: ;
musculatura=cat: F;source: ;
músculo=cat: M;source: ;
musculoso, sa=cat: A;source: ;
museal=cat: A;source: ;
museístico, ca=cat: A;source: ;
muselina=cat: F;source: ;
museo=cat: M;source: ;
museografía=cat: F;source: ;
museográfico, ca=cat: A;source: ;
museógrafo, fa=cat: MF;source: ;
museología=cat: F;source: ;
museológico, ca=cat: A;source: ;
museólogo, ga=cat: MF;source: ;
musepo=cat: M;source: ;
musequí=cat: M;source: ;
muserola=cat: F;source: ;
musgaño=cat: M;source: ;
musgoso, sa=cat: A;source: ;
musicable=cat: A;source: ;
música=cat: A,MF,M,F;source: ;
musical=cat: A,M;source: ;
musicalidad=cat: F;source: ;
musicalizar=cat: VT;source: ;
musicalmente=cat: R;source: ;
musicante=cat: ;source: ;
musicar=cat: VT;source: ;
musicastro=cat: M;source: ;
music hall=cat: M;source: ;
músico, ca=cat: A,MF,M;source: ;
musicógrafo, fa=cat: MF;source: ;
musicología=cat: F;source: ;
musicólogo, ga=cat: MF;source: ;
musicomanía=cat: F;source: ;
musicómano, na=cat: MF;source: ;
musicoterapia=cat: F;source: ;
musiquero=cat: M;source: ;
musirse=cat: VP;source: ;
musitar=cat: VI;source: ;
musivo=cat: ;source: ;
muslímico, ca=cat: A;source: ;
muslim o muslime=cat: A;source: ;
muslo=cat: M;source: ;
musmón=cat: M;source: ;
musola=cat: F;source: ;
muso, sa=cat: A;source: ;
musquerola=cat: F;source: ;
mustaco=cat: M;source: ;
mustela=cat: F;source: ;
mustélido, da=cat: A,M;source: ;
musteriense=cat: A;source: ;
mustiamente=cat: R;source: ;
mustiar=cat: VT;source: ;
mustio, tia=cat: A;source: ;
musuco, ca=cat: A;source: ;
musulmán, na=cat: A;source: ;
mutabilidad=cat: F;source: ;
mutable=cat: A;source: ;
muta=cat: F;source: ;
mutación=cat: F;source: ;
mutacionismo=cat: M;source: ;
mutagénesis=cat: F;source: ;
mutagénico, ca=cat: A;source: ;
mutágeno=cat: M;source: ;
mutante=cat: A,M;source: ;
mutar=cat: VT;source: ;
mutatis mutandis=cat: LAdv;source: ;
mutilación=cat: F;source: ;
mutilado, da=cat: A;source: ;
mutilador, ra=cat: A;source: ;
mutilar=cat: VT;source: ;
mútilo, la=cat: A;source: ;
mutilón, na=cat: A;source: ;
mutis=cat: M;source: ;
mutismo=cat: M;source: ;
mutro, tra=cat: A;source: ;
mutua=cat: A,M,F;source: ;
mutual=cat: A;source: ;
mutualidad=cat: F;source: ;
mutualismo=cat: M;source: ;
mutualista=cat: A;source: ;
mutuamente=cat: R;source: ;
mutuante=cat: ;source: ;
mutuario, ria=cat: MF;source: ;
mutuatario, ria=cat: MF;source: ;
mutuo, tua=cat: A,M;source: ;
muy=cat: R;source: ;
muy muy=cat: M;source: ;
muzárabe=cat: A;source: ;
nabab=cat: M;source: ;
nababo=cat: M;source: ;
naba=cat: F;source: ;
nabal=cat: A;source: ;
nabar=cat: A,M;source: ;
nabateo, a=cat: A;source: ;
nabato=cat: M;source: ;
nabería=cat: F;source: ;
nabí=cat: M;source: ;
nabicol=cat: M;source: ;
nabina=cat: F;source: ;
nabiza=cat: F;source: ;
nabla=cat: F;source: ;
nabo=cat: M;source: ;
naboría=cat: F;source: ;
naborí=cat: ;source: ;
nacarado, da=cat: A;source: ;
nácar=cat: M;source: ;
nacáreo, a=cat: A;source: ;
nacarino, na=cat: A;source: ;
nacarón=cat: M;source: ;
nacascolo=cat: M;source: ;
nacaspilo=cat: M;source: ;
nacatamal=cat: M;source: ;
nacatamalero, ra=cat: MF;source: ;
nacatambuche=cat: M;source: ;
nacatete=cat: M;source: ;
na=cat: ;source: ;
nacedero=cat: M;source: ;
nacela=cat: F;source: ;
nacencia=cat: F;source: ;
nacer=cat: VI,VP;source: ;
nacho, cha=cat: A;source: ;
nacianceno, na=cat: A;source: ;
nacido, da=cat: A,M,F,LAdj;source: ;
naciente=cat: A,M;source: ;
nacimiento=cat: M;source: ;
nacional=cat: A,M;source: ;
nacionalcatolicismo=cat: M;source: ;
nacionalcatólico, ca=cat: A;source: ;
nacionalidad=cat: F;source: ;
nacionalismo=cat: M;source: ;
nacionalista=cat: A;source: ;
nacionalización=cat: F;source: ;
nacionalizar=cat: VT;source: ;
nacionalmente=cat: R;source: ;
nacionalsindicalismo=cat: M;source: ;
nacionalsindicalista=cat: A;source: ;
nacionalsocialismo=cat: M;source: ;
nacionalsocialista=cat: A;source: ;
nación=cat: M,F,LAdj;source: ;
nacre=cat: M;source: ;
nacrita=cat: F;source: ;
nada=cat: P,R,F,LAdv,LAdj;source: ;
nadadera=cat: F;source: ;
nadadero=cat: M;source: ;
nadador, ra=cat: A,MF;source: ;
nadadura=cat: F;source: ;
nadal=cat: M;source: ;
nadar=cat: VI;source: ;
nadería=cat: F;source: ;
nadga=cat: F;source: ;
nadgada=cat: F;source: ;
nadi=cat: P;source: ;
nadie=cat: P,M;source: ;
nadilla=cat: M;source: ;
nadir=cat: M;source: ;
nádir=cat: M;source: ;
nado=cat: LAdv;source: ;
nafra=cat: F;source: ;
nafrar=cat: VT;source: ;
nafta=cat: F;source: ;
naftaleno=cat: M;source: ;
naftalina=cat: F;source: ;
naftero, ra=cat: A;source: ;
nagranda=cat: A;source: ;
nagua=cat: F;source: ;
nagual=cat: M;source: ;
nagualismo=cat: M;source: ;
naguapate=cat: M;source: ;
naguatlato, ta=cat: A;source: ;
náguatle=cat: A;source: ;
nahoa=cat: A;source: ;
nahua=cat: A;source: ;
nahual=cat: M;source: ;
nahualismo=cat: M;source: ;
nahuatlato, ta=cat: A;source: ;
náhuatl=cat: M;source: ;
náhuatle=cat: A;source: ;
nahuatlismo=cat: M;source: ;
naiboa=cat: F;source: ;
naife=cat: M;source: ;
naíf o naif=cat: A,M;source: ;
nailon=cat: M;source: ;
naipear=cat: VT;source: ;
naipe=cat: M;source: ;
naipera=cat: F;source: ;
naipesco, ca=cat: A;source: ;
naire=cat: M;source: ;
najerano, na=cat: A;source: ;
najerense=cat: A;source: ;
najerino, na=cat: A;source: ;
nalca=cat: F;source: ;
nalga=cat: F;source: ;
nalgada=cat: F;source: ;
nalgamento=cat: M;source: ;
nalgar=cat: A;source: ;
nalgatorio=cat: M;source: ;
nalgón, na=cat: A;source: ;
nalgudo, da=cat: A;source: ;
nalgueada=cat: F;source: ;
nalguear=cat: VI,VT;source: ;
nambira=cat: F;source: ;
namibio, bia=cat: A;source: ;
namorar=cat: VT;source: ;
nanacate=cat: M;source: ;
nanay=cat: I;source: ;
nancear=cat: VI;source: ;
nance=cat: M;source: ;
nancer=cat: M;source: ;
nanche o nanchi=cat: M;source: ;
Nancí=cat: ;source: ;
nancital=cat: M;source: ;
nancite=cat: M;source: ;
nandaimeño, ña=cat: A;source: ;
nanear=cat: VI;source: ;
nanita=cat: ;source: ;
nano-=cat: ;source: ;
nanómetro=cat: M;source: ;
nanquín=cat: M;source: ;
nansa=cat: F;source: ;
nansú=cat: M;source: ;
nantar=cat: VT;source: ;
nao=cat: F;source: ;
naonato, ta=cat: A;source: ;
napalm=cat: M;source: ;
napelo=cat: M;source: ;
napeño, ña=cat: A;source: ;
napeo, a=cat: A,F;source: ;
napias=cat: F;source: ;
napoleón=cat: M;source: ;
napoleónico, ca=cat: A;source: ;
napolitano, na=cat: A,F;source: ;
naque=cat: M;source: ;
narango=cat: M;source: ;
naranja=cat: M,F,I;source: ;
naranjado, da=cat: A,F;source: ;
naranjal=cat: M;source: ;
naranjero, ra=cat: A,MF,M,F;source: ;
naranjilla=cat: F;source: ;
naranjillada=cat: F;source: ;
naranjillo=cat: M;source: ;
naranjo=cat: M;source: ;
narbonense=cat: A;source: ;
narbonés, sa=cat: A;source: ;
narceína=cat: F;source: ;
narcisismo=cat: M;source: ;
narcisista=cat: A;source: ;
narco=cat: ;source: ;
narcodólar=cat: M;source: ;
narcolepsia=cat: F;source: ;
narcosala=cat: F;source: ;
narcosis=cat: F;source: ;
narcótico, ca=cat: A;source: ;
narcotina=cat: F;source: ;
narcotismo=cat: M;source: ;
narcotización=cat: F;source: ;
narcotizador, ra=cat: A;source: ;
narcotizar=cat: VT;source: ;
narcotraficante=cat: A;source: ;
narcotráfico=cat: M;source: ;
nardino, na=cat: A;source: ;
nardo=cat: M;source: ;
nares=cat: F;source: ;
narguile=cat: M;source: ;
nariceado, da=cat: A;source: ;
naricear=cat: VT;source: ;
naricera=cat: F;source: ;
narigada=cat: F;source: ;
narigón, na=cat: A,M;source: ;
narigudo, da=cat: A;source: ;
nariguera=cat: F;source: ;
narigueta=cat: A,F;source: ;
narigueto, ta=cat: A;source: ;
nariguilla=cat: F;source: ;
narina=cat: F;source: ;
nariñense=cat: A;source: ;
nariz=cat: F,LAdj;source: ;
narizón, na=cat: A,F;source: ;
narizotas=cat: F;source: ;
narizudo, da=cat: A;source: ;
narrable=cat: A;source: ;
narración=cat: F;source: ;
narrador, ra=cat: A;source: ;
narrar=cat: VT;source: ;
narrativo, va=cat: A,F;source: ;
narratorio, ria=cat: A;source: ;
narria=cat: F;source: ;
nártex=cat: M;source: ;
narval=cat: M;source: ;
narvaso=cat: M;source: ;
nasa=cat: F;source: ;
nasal=cat: A;source: ;
nasalidad=cat: F;source: ;
nasalización=cat: F;source: ;
nasalizar=cat: VT;source: ;
nasardo=cat: M;source: ;
nascencia=cat: F;source: ;
nascer=cat: VI;source: ;
nascimiento=cat: M;source: ;
naso=cat: M;source: ;
nasofaríngeo, a=cat: A;source: ;
nasón=cat: M;source: ;
nasqueño, ña=cat: A;source: ;
nastuerzo=cat: M;source: ;
nasudo, da=cat: A;source: ;
nata=cat: A,F;source: ;
natación=cat: F;source: ;
natal=cat: A,M;source: ;
natalicio, cia=cat: A,M;source: ;
natalidad=cat: F;source: ;
natalino, na=cat: A;source: ;
natátil=cat: A;source: ;
natatorio, ria=cat: A;source: ;
naterón=cat: M;source: ;
natilla=cat: F;source: ;
natío, a=cat: A,M,LAdv;source: ;
natividad=cat: F;source: ;
nativismo=cat: M;source: ;
nativo, va=cat: A;source: ;
nato, ta=cat: A;source: ;
natral=cat: M;source: ;
natri=cat: M;source: ;
natrón=cat: M;source: ;
natura=cat: F,LAdv,LAdj;source: ;
natural=cat: A,M,LAdj;source: ;
naturaleza=cat: F,LAdj;source: ;
naturalidad=cat: F;source: ;
naturalismo=cat: M;source: ;
naturalista=cat: A;source: ;
naturalización=cat: F;source: ;
naturalizar=cat: VT,VP;source: ;
naturalmente=cat: R;source: ;
naturismo=cat: M;source: ;
naturista=cat: A;source: ;
naucher=cat: M;source: ;
nauclero=cat: M;source: ;
naufragar=cat: VI;source: ;
naufragio=cat: M;source: ;
náufrago, ga=cat: A,M;source: ;
naumaquia=cat: F;source: ;
nauruano, na=cat: A;source: ;
nauseabundo, da=cat: A;source: ;
náusea=cat: F,LAdv;source: ;
nausear=cat: VI,VT;source: ;
nauseativo, va=cat: A;source: ;
nauseoso, sa=cat: A;source: ;
nauta=cat: M;source: ;
náutica=cat: A,F;source: ;
náutico, ca=cat: A;source: ;
nautilo=cat: M;source: ;
nauyaca=cat: F;source: ;
nava=cat: F;source: ;
navacero, ra=cat: MF;source: ;
navaja=cat: A,M,F;source: ;
navajada=cat: F;source: ;
navajazo=cat: M;source: ;
navajero, ra=cat: A,MF,M;source: ;
navajo=cat: A,M;source: ;
navajonazo=cat: M;source: ;
navajón=cat: M;source: ;
naval=cat: A,M;source: ;
navanco=cat: M;source: ;
navarca=cat: M;source: ;
navarrisco, ca=cat: A;source: ;
navarroaragonés, sa=cat: A;source: ;
navarro, rra=cat: A;source: ;
navazo=cat: M;source: ;
nave=cat: F;source: ;
navecilla=cat: F;source: ;
navegabilidad=cat: F;source: ;
navegable=cat: A;source: ;
navegación=cat: F;source: ;
navegador, ra=cat: A;source: ;
navegante=cat: A;source: ;
navegar=cat: VI,VT;source: ;
naveta=cat: F;source: ;
navícula=cat: F;source: ;
navicular=cat: A,M;source: ;
naviculario=cat: M;source: ;
navidad=cat: F;source: ;
navideño, ña=cat: A;source: ;
naviego, ga=cat: A;source: ;
naviero, ra=cat: A,MF,F;source: ;
navío=cat: M;source: ;
náyade=cat: F;source: ;
nayarita=cat: A;source: ;
nayuribe=cat: F;source: ;
nazareno, na=cat: A,M,F;source: ;
nazareo, a=cat: A;source: ;
nazarí=cat: A;source: ;
nazarita=cat: A;source: ;
nazi=cat: A;source: ;
nazismo=cat: M;source: ;
názora=cat: F;source: ;
názula=cat: F;source: ;
n=cat: F;source: ;
-ncia=cat: ;source: ;
nea=cat: A,M,F;source: ;
neapolitano, na=cat: A;source: ;
nearca=cat: M;source: ;
nébeda=cat: F;source: ;
nebel=cat: M;source: ;
nebí=cat: M;source: ;
nebladura=cat: F;source: ;
neblí=cat: M;source: ;
neblina=cat: F;source: ;
neblinear=cat: VI;source: ;
neblinero=cat: M;source: ;
neblinoso, sa=cat: A;source: ;
nebral=cat: M;source: ;
nebreda=cat: F;source: ;
nebrina=cat: F;source: ;
nebrisense=cat: A;source: ;
nebro=cat: M;source: ;
nebular=cat: A;source: ;
nebulizador, ra=cat: A,M;source: ;
nebulizar=cat: VT;source: ;
nebulón=cat: M;source: ;
nebulosamente=cat: R;source: ;
nebulosidad=cat: F;source: ;
nebuloso, sa=cat: A,F;source: ;
